,#,ra,dec
42408,42.870623,-44.504145,
42409,85.185549,26.230731,
42410,15.01789,4.876284,
42411,50.150246,-35.344158,
42412,53.72127,-18.864806,
42413,348.717127,-19.088967,
42414,312.214444,12.964474,
42415,335.468229,-14.620377,
42416,86.595448,-5.039982,
42417,60.757823,-13.036746,
42418,23.846064,-28.11447,
42419,356.542976,-65.787422,
42420,322.885202,-46.871607,
42421,324.001884,3.522452,
42422,4.639536,-66.656909,
42423,66.006072,-13.199927,
42424,73.34707,-74.534462,
42425,65.067983,-20.058552,
42426,312.611293,-46.409981,
42427,334.024823,-14.738223,
42428,330.080826,-7.758812,
42429,350.341292,17.075122,
42430,84.147636,-28.830208,
42431,315.260896,-16.434195,
42432,326.290857,-10.166551,
42433,45.450262,-69.368701,
42434,24.710621,18.444387,
42435,355.314766,7.1229,
42436,32.133058,-56.372566,
42437,20.929915,-20.90336,
42438,13.301635,10.08402,
42439,1.555504,-43.284863,
42440,31.893763,-9.825936,
42441,25.327755,4.026785,
42442,55.419994,-19.012614,
42443,332.231538,-28.110486,
42444,18.97053,6.913182,
42445,37.403845,-44.212999,
42446,31.247103,11.299613,
42447,311.310762,12.272276,
42448,69.384864,-46.502199,
42449,73.345814,-25.584037,
42450,13.022793,-66.27286,
42451,352.152358,-18.197935,
42452,312.126336,13.428757,
42453,332.646024,-54.012462,
42454,1.831675,-58.356822,
42455,38.173879,22.737453,
42456,7.241749,11.859048,
42457,67.770503,12.261639,
42458,357.61814,25.942655,
42459,4.873796,-63.046125,
42460,318.292356,-56.99409,
42461,46.810604,-34.047292,
42462,7.091372,-30.752548,
42463,66.412352,20.275082,
42464,36.669229,22.871971,
42465,317.73212,-72.705558,
42466,333.910685,27.690745,
42467,78.953987,13.100145,
42468,358.352833,-70.438368,
42469,46.004575,-4.876219,
42470,78.493936,-5.750005,
42471,38.619836,-24.773263,
42472,40.370309,3.129324,
42473,29.89649,-46.588934,
42474,7.98064,-58.299788,
42475,61.217533,-5.11818,
42476,315.938579,-8.153834,
42477,22.3539,-10.379405,
42478,57.084635,5.897655,
42479,348.485654,-22.953885,
42480,2.650629,-40.443326,
42481,35.407576,-39.765531,
42482,47.878789,-26.904829,
42483,76.108582,-49.565871,
42484,69.77488,-15.791638,
42485,33.9985,-21.6749,
42486,53.091297,-27.798061,
42487,323.831451,18.298932,
42488,346.369305,11.284846,
42489,67.992689,23.272151,
42490,3.014255,18.966747,
42491,11.180263,-71.077677,
42492,30.707791,5.538818,
42493,57.086496,29.274042,
42494,42.21859,-55.323773,
42495,24.79616,-16.170615,
42496,68.182756,6.463356,
42497,25.152654,-66.289705,
42498,342.841714,-26.943177,
42499,0.667572,12.202724,
42500,356.242512,-25.8368,
42501,59.144026,9.104314,
42502,6.328142,24.347331,
42503,63.120292,12.005862,
42504,355.982378,27.365232,
42505,312.394401,-53.580859,
42506,332.320713,-53.825694,
42507,82.123656,-23.072767,
42508,60.880367,-3.429718,
42509,336.604018,1.882996,
42510,67.840184,-64.794072,
42511,316.475197,-36.09038,
42512,2.166821,-66.235434,
42513,79.981915,-23.138917,
42514,320.474337,-19.168779,
42515,49.982473,-12.618812,
42516,27.517774,13.892959,
42517,322.014988,12.088136,
42518,342.107951,-6.879698,
42519,56.710823,-55.738167,
42520,351.399635,-15.492194,
42521,32.283664,-29.495323,
42522,39.521921,-45.354436,
42523,34.120221,-64.009683,
42524,83.965956,3.576431,
42525,50.677999,-4.038174,
42526,85.033249,-27.451909,
42527,357.905224,-48.344947,
42528,66.781704,4.775852,
42529,64.765724,-13.783572,
42530,10.754837,12.453005,
42531,53.337936,5.68872,
42532,351.832818,-64.763438,
42533,71.851963,-0.668058,
42534,31.06205,15.050192,
42535,338.944414,-60.052443,
42536,2.349867,-9.37378,
42537,83.155823,-25.513285,
42538,46.872146,1.079235,
42539,54.038881,-19.900278,
42540,359.298783,-9.125251,
42541,338.924726,-8.217115,
42542,61.482931,-61.357619,
42543,23.723391,21.147506,
42544,83.414825,13.144089,
42545,80.754625,10.699529,
42546,356.086941,-63.138921,
42547,343.248224,-21.128408,
42548,4.264923,-9.379449,
42549,86.752252,-55.655785,
42550,32.217592,-55.977021,
42551,5.129649,-24.417908,
42552,78.652922,20.699445,
42553,316.750391,-55.992962,
42554,358.859227,20.367229,
42555,339.810696,18.771282,
42556,32.171504,10.933914,
42557,48.24557,1.858056,
42558,13.777702,-59.153694,
42559,16.813147,-5.728602,
42560,350.42822,-23.045399,
42561,77.340531,21.311006,
42562,1.320724,-20.401049,
42563,341.19676,-16.720358,
42564,71.679831,-72.291232,
42565,70.377973,-42.26922,
42566,32.613717,-76.111705,
42567,21.860788,25.406974,
42568,76.773006,26.282489,
42569,339.228212,-39.22865,
42570,51.255976,-24.26136,
42571,359.680745,3.437506,
42572,350.361786,28.435124,
42573,3.793878,-52.219444,
42574,347.211925,-53.429209,
42575,83.570425,-14.532306,
42576,341.426614,19.5352,
42577,0.953689,-39.39902,
42578,354.496715,8.85348,
42579,62.152739,11.03628,
42580,35.666561,-1.109852,
42581,10.736292,-31.02259,
42582,355.832943,-43.42737,
42583,339.76701,-1.036139,
42584,66.685522,-36.281606,
42585,319.773638,11.156411,
42586,86.591221,-55.165812,
42587,18.289163,-58.757919,
42588,67.424515,-72.459429,
42589,0.618618,-30.967493,
42590,70.03247,7.178466,
42591,15.816832,7.946288,
42592,328.776288,-73.433624,
42593,354.669517,-57.279733,
42594,87.423129,-46.214585,
42595,64.976805,6.220436,
42596,5.548406,-2.116366,
42597,18.669387,25.193261,
42598,78.504506,-40.716955,
42599,328.750871,5.0263,
42600,12.156017,-30.364346,
42601,59.906773,-0.772988,
42602,18.382384,-1.960089,
42603,10.581478,-29.208625,
42604,353.476879,-19.399276,
42605,18.672238,-36.426376,
42606,9.208945,-37.308036,
42607,347.954527,-86.862205,
42608,6.096177,-27.652671,
42609,339.457645,12.697868,
42610,349.616259,-33.839536,
42611,60.943033,-10.336409,
42612,87.164162,-35.252838,
42613,345.188792,-30.151494,
42614,341.857905,7.377896,
42615,42.411801,-29.907305,
42616,323.648924,-25.535084,
42617,81.569604,-26.27973,
42618,357.977723,-24.412624,
42619,87.955626,-10.413027,
42620,21.463639,-50.588485,
42621,358.037635,13.591348,
42622,41.257271,-4.462881,
42623,334.572193,25.939523,
42624,27.429997,-14.192832,
42625,34.29332,-24.78361,
42626,22.634661,-28.345226,
42627,32.844914,9.660789,
42628,56.088768,-11.483374,
42629,22.180546,29.360085,
42630,34.042043,-67.758547,
42631,16.914381,-20.231286,
42632,320.113087,-50.66109,
42633,341.712254,21.723766,
42634,313.309445,29.186536,
42635,64.369976,-18.258798,
42636,58.054376,-26.398811,
42637,357.048205,-74.136895,
42638,4.078673,-12.574786,
42639,352.698924,7.581298,
42640,59.103079,26.83836,
42641,86.780485,-22.446202,
42642,77.266158,-45.876856,
42643,8.95185,-8.283835,
42644,42.22724,28.11992,
42645,334.840162,-33.768058,
42646,53.383298,24.326194,
42647,56.197515,2.83554,
42648,18.849592,-37.736248,
42649,324.272336,-39.86844,
42650,52.979174,-61.076979,
42651,310.790631,-1.008338,
42652,1.315868,-1.008735,
42653,64.737937,-22.334182,
42654,351.26689,-47.66897,
42655,345.960001,5.668709,
42656,4.124595,29.444854,
42657,21.430517,-28.82839,
42658,351.949813,6.045048,
42659,11.091605,-29.965357,
42660,54.36549,-79.47699,
42661,85.536462,-55.023197,
42662,349.09123,-16.731014,
42663,8.573925,22.534864,
42664,11.119594,10.957477,
42665,87.736288,15.413398,
42666,79.046282,-41.131545,
42667,70.24605,-43.425909,
42668,66.405023,28.52866,
42669,4.461943,-23.425341,
42670,14.144797,15.245546,
42671,17.742332,-1.518052,
42672,344.426938,12.889229,
42673,88.436483,-34.161637,
42674,13.917235,-2.469559,
42675,350.118292,-59.443853,
42676,46.991628,-83.180548,
42677,63.579622,19.068954,
42678,355.377059,-79.132224,
42679,52.207364,16.409409,
42680,351.193796,-26.022963,
42681,315.504768,10.775656,
42682,57.090652,-54.892824,
42683,42.284254,-47.715864,
42684,55.186917,9.976094,
42685,335.095451,-4.956434,
42686,85.257239,21.905176,
42687,333.733857,4.698969,
42688,76.429719,-16.909457,
42689,63.40738,-20.345511,
42690,25.557082,2.124943,
42691,17.054781,-31.823021,
42692,345.087557,-36.276762,
42693,341.50432,11.921913,
42694,5.743896,-10.113992,
42695,10.885219,-60.872418,
42696,30.692457,-44.458976,
42697,28.712503,-25.664208,
42698,14.070229,-8.009115,
42699,84.70363,-16.898245,
42700,84.538433,-52.546646,
42701,41.176613,-49.39022,
42702,88.932495,-54.977296,
42703,19.516834,-50.651527,
42704,15.953147,-10.226287,
42705,312.518541,8.623099,
42706,43.170753,6.550623,
42707,74.232785,-63.958788,
42708,51.925003,-31.664409,
42709,65.385929,22.043637,
42710,353.016574,6.548402,
42711,342.417967,5.627906,
42712,354.61359,12.710458,
42713,28.952892,-32.763016,
42714,79.357996,5.183849,
42715,356.603084,11.576351,
42716,358.625088,-18.278328,
42717,332.980742,-72.569417,
42718,26.734075,-25.577171,
42719,342.504311,-48.648453,
42720,351.159173,-3.739115,
42721,70.057409,-46.765026,
42722,75.475371,-27.514699,
42723,79.839764,-33.421249,
42724,7.978819,-8.234957,
42725,35.058121,-62.329522,
42726,21.97995,7.862216,
42727,310.179359,-76.996493,
42728,327.270276,-44.024031,
42729,81.8726,-15.371548,
42730,311.448628,28.978808,
42731,25.304864,15.005848,
42732,46.206355,-52.061924,
42733,10.48879,-27.844353,
42734,336.503749,-44.201806,
42735,1.111972,-22.868541,
42736,356.579064,1.674528,
42737,329.413271,4.630481,
42738,13.1395,-59.063749,
42739,51.533085,-36.132038,
42740,74.209052,-21.938397,
42741,74.79938,-17.278097,
42742,78.258191,-70.039132,
42743,57.380575,3.126137,
42744,61.274699,-26.789576,
42745,0.809448,6.817247,
42746,48.937437,-71.305322,
42747,81.989797,-45.892996,
42748,17.629079,-63.872971,
42749,82.299789,-7.178626,
42750,10.817853,22.542657,
42751,35.903342,16.668886,
42752,12.152854,-60.896738,
42753,328.138276,-7.26641,
42754,25.824334,19.339379,
42755,58.647531,-55.400024,
42756,318.108552,-53.125471,
42757,345.425572,-29.815042,
42758,41.632947,-75.870861,
42759,85.868461,-9.199715,
42760,21.426011,-4.952843,
42761,330.101097,-17.857598,
42762,61.648618,24.016012,
42763,324.099374,-50.814209,
42764,44.074308,1.047715,
42765,73.391143,-31.887684,
42766,342.036154,-12.490501,
42767,0.581242,10.380331,
42768,37.442916,-36.194102,
42769,89.014804,-11.824572,
42770,315.835129,12.883208,
42771,43.672912,-59.690987,
42772,57.570938,-38.948215,
42773,21.031957,-21.248033,
42774,30.390369,-17.000222,
42775,311.945109,-40.376449,
42776,31.123379,12.184839,
42777,38.191816,28.182745,
42778,76.79095,-60.009293,
42779,89.95895,-48.233488,
42780,41.340194,11.31857,
42781,50.256184,-61.601988,
42782,57.245121,-17.900081,
42783,56.341495,-53.920457,
42784,339.247901,-33.961326,
42785,40.575453,16.952796,
42786,311.348836,-63.347488,
42787,325.908715,-1.268329,
42788,85.805635,-4.233655,
42789,82.536154,-13.842088,
42790,31.90319,-52.671489,
42791,355.038445,29.691296,
42792,25.163989,-16.856801,
42793,67.486798,-8.393418,
42794,79.861228,-0.257688,
42795,3.501407,-41.924878,
42796,37.417973,0.58591,
42797,12.543887,-6.300781,
42798,56.670007,11.464411,
42799,351.734944,-57.971812,
42800,77.621786,4.70999,
42801,310.066276,-67.477207,
42802,28.848083,-42.989533,
42803,335.000108,-39.667613,
42804,337.201805,15.623055,
42805,74.638475,3.34804,
42806,28.312035,0.053347,
42807,71.452116,-57.365443,
42808,51.167492,-6.795899,
42809,19.171134,13.406994,
42810,350.517139,-55.005982,
42811,80.027749,1.83784,
42812,13.016117,28.814987,
42813,39.313865,-78.784607,
42814,37.981268,27.219493,
42815,67.469786,-6.117784,
42816,52.767514,10.370288,
42817,21.140461,5.342235,
42818,40.062698,19.252327,
42819,87.122968,1.346973,
42820,17.200205,-60.348427,
42821,29.729728,12.125486,
42822,64.560161,-1.679905,
42823,65.555831,-19.741595,
42824,1.082803,3.833286,
42825,326.48388,-67.198437,
42826,21.444094,-52.485762,
42827,43.273414,-67.90867,
42828,31.327095,-1.36301,
42829,11.504162,-24.412491,
42830,49.939095,-78.129946,
42831,25.660693,-18.981211,
42832,14.131261,7.108593,
42833,11.088754,-22.87672,
42834,348.200348,14.823279,
42835,337.773509,-13.781052,
42836,53.250669,-11.602373,
42837,12.972101,23.906875,
42838,51.205977,-3.625492,
42839,57.647654,29.538558,
42840,9.932904,11.076327,
42841,15.312108,0.637353,
42842,18.266184,-20.369485,
42843,337.93992,23.289631,
42844,38.154056,-9.740871,
42845,76.549649,-14.465419,
42846,86.950101,-7.511927,
42847,24.423252,-2.088963,
42848,88.257188,-61.595959,
42849,70.15861,21.111103,
42850,52.99198,15.411206,
42851,72.031496,6.401966,
42852,74.936279,-2.261671,
42853,67.585703,-41.317814,
42854,330.293256,5.339832,
42855,358.370796,-57.708225,
42856,19.751843,23.083739,
42857,27.41356,11.554347,
42858,33.536518,23.930655,
42859,324.531163,-32.835506,
42860,311.314237,-35.743185,
42861,73.37643,-41.088802,
42862,37.68708,-34.768177,
42863,330.171008,-41.667333,
42864,44.683779,-38.268891,
42865,325.175322,-49.29383,
42866,73.80375,-16.029472,
42867,50.662268,-3.516038,
42868,346.078877,18.593374,
42869,71.722888,14.478224,
42870,42.066587,27.333761,
42871,10.895084,23.670034,
42872,69.654277,-25.459417,
42873,310.628441,-53.350231,
42874,21.863314,-59.044288,
42875,54.127282,-18.273447,
42876,344.233714,18.57247,
42877,355.101681,-53.219031,
42878,6.198307,23.821269,
42879,353.968464,-10.782364,
42880,21.781686,-50.933488,
42881,27.47396,-45.021197,
42882,69.648342,-30.605997,
42883,15.788142,19.832291,
42884,69.845313,-82.893997,
42885,342.885271,-23.535483,
42886,321.533018,20.11593,
42887,335.873046,21.773973,
42888,65.97289,1.242889,
42889,88.759833,-76.945135,
42890,70.247191,-50.164498,
42891,312.232921,17.160794,
42892,11.470512,-45.899526,
42893,87.957268,-49.58552,
42894,327.967105,-74.746537,
42895,313.063548,18.482187,
42896,359.572801,26.004584,
42897,2.773661,-56.721803,
42898,46.838682,27.236921,
42899,321.948554,-44.223929,
42900,20.921774,-70.01947,
42901,82.60677,-36.509048,
42902,356.593467,-53.133369,
42903,317.393663,-3.846675,
42904,334.529254,-20.965203,
42905,338.519491,2.213179,
42906,46.777621,19.791739,
42907,10.929171,-19.603338,
42908,338.437853,15.319628,
42909,358.040546,-26.944933,
42910,346.831544,-24.312347,
42911,54.706512,28.34711,
42912,30.129289,-51.195074,
42913,81.290545,11.962202,
42914,332.585373,-46.737477,
42915,8.200997,-34.8714,
42916,315.973855,-6.90904,
42917,40.666344,-12.663703,
42918,39.381878,2.224756,
42919,33.968063,-11.46653,
42920,44.07744,-58.764281,
42921,342.7326,20.304532,
42922,341.391393,-32.626632,
42923,70.283033,-9.872533,
42924,337.449228,-54.804272,
42925,34.481034,-4.202687,
42926,330.054467,9.327524,
42927,28.138784,-5.734638,
42928,311.848197,16.350499,
42929,343.009557,-1.223149,
42930,57.985223,-0.909643,
42931,331.29657,-21.200566,
42932,313.806563,-53.856043,
42933,34.495971,0.11419,
42934,13.435316,-12.223516,
42935,359.656052,-25.112747,
42936,71.41793,4.570865,
42937,40.92282,-20.753602,
42938,27.712962,-27.694759,
42939,355.686897,29.633416,
42940,315.32464,-25.251103,
42941,48.356126,-3.561276,
42942,358.257871,-6.410736,
42943,42.485173,-7.300563,
42944,355.850115,16.673414,
42945,34.971133,-12.210234,
42946,347.242114,24.375715,
42947,2.801201,16.151172,
42948,354.21495,-14.024562,
42949,76.446937,13.508532,
42950,351.59389,15.716457,
42951,346.206916,-4.732522,
42952,13.240697,10.785799,
42953,83.639009,-72.008127,
42954,88.997952,-10.88485,
42955,62.643673,-15.566847,
42956,349.974295,-49.342164,
42957,80.675948,-11.712001,
42958,330.630215,-36.287434,
42959,80.466997,-71.189892,
42960,89.996656,18.550175,
42961,61.297565,10.785075,
42962,341.323215,1.582311,
42963,30.159989,-28.483101,
42964,19.077546,-63.184457,
42965,331.841996,-3.291455,
42966,61.395263,20.573193,
42967,352.966611,-44.865414,
42968,12.563627,-42.289408,
42969,314.960606,2.251949,
42970,342.551736,16.043402,
42971,70.192403,8.672199,
42972,67.364583,-24.39091,
42973,81.045916,-62.756798,
42974,15.242185,14.375548,
42975,65.020498,-7.605098,
42976,49.274668,-24.972573,
42977,4.925915,14.297517,
42978,332.521102,-47.663357,
42979,66.424719,0.132404,
42980,11.45264,-30.396118,
42981,317.014157,2.361454,
42982,68.500622,-9.180357,
42983,357.810557,11.94138,
42984,80.024804,-24.350347,
42985,57.147337,-65.323962,
42986,32.315295,-6.903451,
42987,69.583675,3.337657,
42988,82.780506,23.021339,
42989,335.426997,-68.340066,
42990,4.688271,-28.468375,
42991,77.609593,-52.885845,
42992,73.97059,-50.65602,
42993,59.613857,-54.20147,
42994,332.654927,-0.260482,
42995,61.095665,-8.434045,
42996,40.625219,21.523926,
42997,357.981467,-1.53115,
42998,1.251469,-40.459321,
42999,36.7055,11.494828,
43000,60.488966,-61.235353,
43001,316.427794,-36.652667,
43002,326.529985,28.646266,
43003,29.656562,-33.261324,
43004,25.75187,-5.390474,
43005,336.247773,-32.623674,
43006,314.710716,-4.34879,
43007,27.876909,-35.85926,
43008,39.047364,6.281782,
43009,9.564089,-81.970226,
43010,28.750074,-14.9041,
43011,347.039098,-27.460416,
43012,70.438763,-10.939726,
43013,338.70608,-2.987796,
43014,356.321388,19.928744,
43015,11.973479,-75.040582,
43016,321.32896,-70.855824,
43017,337.53502,-2.41006,
43018,337.275879,3.403151,
43019,16.725083,-71.64349,
43020,316.146398,-23.007797,
43021,16.538031,-9.334654,
43022,56.624283,-60.923337,
43023,21.450291,-9.906117,
43024,314.67825,19.295806,
43025,311.550156,-6.28783,
43026,67.565258,-49.511687,
43027,75.012168,-30.207384,
43028,353.759733,-68.606327,
43029,330.247072,-61.890029,
43030,318.952508,17.011023,
43031,87.360786,-38.831075,
43032,43.744464,-53.774703,
43033,1.192717,6.553233,
43034,85.717174,-38.972168,
43035,332.678492,-25.721118,
43036,79.248707,-36.470806,
43037,325.691174,9.784829,
43038,73.338141,-36.275356,
43039,336.568728,-36.791807,
43040,66.806445,6.624938,
43041,71.033899,-65.091408,
43042,3.599583,21.614595,
43043,5.594814,-38.18353,
43044,352.18172,-22.219592,
43045,42.058401,-55.142832,
43046,319.529966,1.216632,
43047,28.760415,-0.289959,
43048,82.757055,-17.607758,
43049,50.775371,4.500403,
43050,74.214078,14.062387,
43051,324.746455,7.357293,
43052,77.849924,-30.456881,
43053,356.880482,29.891933,
43054,86.870217,-12.921088,
43055,7.572639,-18.260855,
43056,17.519531,-26.621736,
43057,72.185113,-20.596102,
43058,341.090557,6.22981,
43059,316.101824,-6.352156,
43060,315.076194,-11.735306,
43061,337.124221,4.194853,
43062,52.39634,-40.900224,
43063,63.607509,21.357817,
43064,315.594397,27.091061,
43065,74.428671,-14.389792,
43066,51.016129,17.1603,
43067,33.549682,-41.865804,
43068,351.83583,-20.589534,
43069,328.880519,7.827194,
43070,39.470232,-18.260563,
43071,85.923136,-44.501539,
43072,32.774784,-24.112511,
43073,66.014803,12.164786,
43074,39.473672,-45.161712,
43075,25.031315,-52.844585,
43076,20.220734,-20.31324,
43077,20.624428,27.562516,
43078,13.597537,-3.381467,
43079,3.537526,-62.853586,
43080,43.761913,-58.7886,
43081,10.753885,9.009054,
43082,83.972902,-21.982311,
43083,326.706798,25.872066,
43084,73.120541,-69.865276,
43085,37.068856,-17.638412,
43086,340.022896,1.03424,
43087,348.256252,-65.309054,
43088,353.426539,-41.260417,
43089,313.343833,22.400932,
43090,1.862547,-68.499588,
43091,351.085069,-6.281974,
43092,58.99553,-23.090174,
43093,21.831134,-13.070576,
43094,21.499022,-81.712414,
43095,60.851749,-10.115663,
43096,1.577485,-29.913395,
43097,83.483367,18.611876,
43098,351.155782,-35.1157,
43099,351.292046,-53.040474,
43100,75.889499,6.26207,
43101,57.60268,-63.779052,
43102,21.834507,22.206825,
43103,60.293301,-2.381451,
43104,19.266246,-51.643841,
43105,20.421386,10.259336,
43106,321.72758,-37.303224,
43107,79.665082,-24.328218,
43108,60.450598,-28.187647,
43109,2.045646,-26.257776,
43110,4.617541,-23.773682,
43111,3.017621,7.647246,
43112,39.983866,18.98484,
43113,321.716639,8.671224,
43114,89.368136,-37.12412,
43115,321.035564,-35.664887,
43116,75.551479,-0.125201,
43117,64.233496,-32.996975,
43118,5.172329,-14.972717,
43119,350.726539,16.525695,
43120,331.553958,15.370058,
43121,24.181067,16.310121,
43122,2.621842,-33.784788,
43123,23.802798,-74.599508,
43124,10.847501,-18.549977,
43125,26.545511,-0.153715,
43126,10.802618,2.067517,
43127,324.923815,-1.535431,
43128,347.226641,-46.53052,
43129,31.973217,-7.505845,
43130,326.747465,-9.021782,
43131,333.621935,12.292283,
43132,81.842588,-22.937784,
43133,81.208721,-9.573435,
43134,18.796308,-41.819747,
43135,30.192863,22.992824,
43136,313.573151,-29.205163,
43137,339.586888,-47.328498,
43138,39.753774,-49.768819,
43139,37.389979,-31.466357,
43140,311.58874,14.395996,
43141,333.787622,22.647338,
43142,325.078646,-39.056424,
43143,13.995332,-62.034047,
43144,81.04335,-38.377648,
43145,0.220191,-12.632494,
43146,340.267875,-11.71606,
43147,30.693419,-12.376889,
43148,347.375473,7.287586,
43149,45.157785,-28.309507,
43150,320.475106,27.223076,
43151,59.658832,-11.170886,
43152,337.915682,23.133746,
43153,317.743026,13.711397,
43154,334.666339,4.082024,
43155,341.967752,-22.333131,
43156,85.028446,3.410578,
43157,74.691779,29.703287,
43158,357.730728,24.16951,
43159,326.36109,14.03056,
43160,67.92979,-82.2845,
43161,72.271067,4.17313,
43162,311.626306,-17.178505,
43163,5.088109,-27.102248,
43164,310.45213,-10.538096,
43165,71.219226,-29.690887,
43166,7.732217,-37.641567,
43167,314.288731,-18.227974,
43168,344.6718,24.721278,
43169,82.415767,-5.59615,
43170,70.677917,-14.459409,
43171,68.579331,26.602409,
43172,64.450718,-16.818261,
43173,72.090251,-13.32768,
43174,84.065209,16.059059,
43175,1.164419,24.139909,
43176,10.861958,-61.450027,
43177,340.842596,-18.399814,
43178,48.253137,-15.165843,
43179,14.746463,7.514791,
43180,356.284027,8.130724,
43181,339.828447,6.578876,
43182,339.967775,7.201832,
43183,31.154228,-17.078576,
43184,328.086403,-30.511499,
43185,52.637564,-33.315898,
43186,81.928469,29.859531,
43187,47.218165,14.732354,
43188,348.059505,-65.456064,
43189,344.968198,-27.16995,
43190,318.498624,-67.559478,
43191,64.607193,-30.159419,
43192,84.791106,-70.847578,
43193,3.035892,17.605497,
43194,318.053701,25.81701,
43195,17.429906,-70.978387,
43196,48.490215,-24.345361,
43197,81.032461,-8.447573,
43198,23.101895,17.822843,
43199,328.915763,-78.929373,
43200,322.341683,-11.288626,
43201,9.740042,-28.123349,
43202,348.092955,-15.002209,
43203,313.174431,28.533992,
43204,340.171361,-53.621902,
43205,350.602,-10.225793,
43206,319.205489,-22.363419,
43207,85.131302,-67.681723,
43208,356.44036,-21.123481,
43209,63.89746,-5.355436,
43210,81.671508,-71.249734,
43211,46.172672,24.166306,
43212,4.896592,-64.668372,
43213,315.947258,-12.639261,
43214,13.029599,-59.769831,
43215,72.345403,-13.608788,
43216,321.297243,-11.570285,
43217,71.214033,-28.765885,
43218,23.245119,8.131808,
43219,10.271712,-14.558665,
43220,320.640771,16.481029,
43221,75.244655,15.030454,
43222,345.018985,-5.506554,
43223,22.462001,-70.132416,
43224,60.704319,-33.810203,
43225,336.260521,-23.707435,
43226,73.062837,-53.756017,
43227,17.484241,24.436693,
43228,39.684415,-59.828015,
43229,78.067843,-2.562593,
43230,27.302592,-28.407151,
43231,347.600095,12.806298,
43232,320.230539,26.783204,
43233,330.801806,-66.887082,
43234,56.957585,-68.208183,
43235,65.674201,-50.863986,
43236,27.347014,6.201919,
43237,0.589451,-14.27481,
43238,17.1808,-27.463545,
43239,48.285114,-8.273232,
43240,10.483891,-57.879533,
43241,313.738182,-8.681797,
43242,2.838987,-35.364738,
43243,69.865721,15.685949,
43244,344.453703,-35.389269,
43245,317.052719,12.541214,
43246,9.795426,-30.321896,
43247,71.689241,-68.49474,
43248,347.105813,-58.336407,
43249,83.728249,3.63227,
43250,319.652445,10.043302,
43251,23.11408,10.673511,
43252,63.801517,-63.811579,
43253,33.972446,-5.576287,
43254,28.250295,13.913817,
43255,353.647129,6.886486,
43256,0.400176,-57.623138,
43257,359.335601,9.488142,
43258,83.549854,-10.247321,
43259,341.188619,20.132116,
43260,326.333608,-71.961659,
43261,315.045795,11.115665,
43262,322.411312,-19.645378,
43263,87.439681,4.17132,
43264,327.548596,2.967489,
43265,14.061706,-46.905203,
43266,10.769137,-61.808523,
43267,66.272402,-58.266207,
43268,340.999097,-28.293717,
43269,61.302975,-11.968827,
43270,341.213168,-45.449798,
43271,341.386805,9.633212,
43272,21.095363,-22.789892,
43273,52.21487,-55.557834,
43274,55.830364,13.946405,
43275,338.374756,1.33287,
43276,9.473731,-66.055246,
43277,318.821456,-1.076767,
43278,66.160511,16.767028,
43279,16.611809,-50.10341,
43280,46.147349,-4.392887,
43281,315.756146,-28.598542,
43282,27.502111,-67.883627,
43283,58.293609,10.380871,
43284,358.941974,-16.444057,
43285,23.295315,8.419825,
43286,65.419956,-55.047561,
43287,39.075919,-26.172767,
43288,44.65584,-52.706599,
43289,47.863368,10.14172,
43290,354.164663,-29.52312,
43291,348.285077,-80.295929,
43292,346.755843,-48.737387,
43293,57.059378,-20.540734,
43294,54.091091,12.69607,
43295,44.488763,8.467293,
43296,51.338316,19.353846,
43297,318.326093,-57.196999,
43298,66.755139,-6.350474,
43299,60.841408,-22.933666,
43300,77.254998,-28.081057,
43301,0.137681,-51.542108,
43302,323.625861,-57.029948,
43303,49.554285,-16.07304,
43304,316.507376,-68.423366,
43305,58.08115,13.662833,
43306,11.840179,-16.374025,
43307,82.982708,26.11644,
43308,33.544833,-61.442636,
43309,341.232013,-30.455339,
43310,84.481786,-11.195201,
43311,349.013319,-20.119148,
43312,17.303522,7.954507,
43313,42.684886,22.518962,
43314,334.169278,-27.016965,
43315,33.946292,-54.961701,
43316,319.962247,-51.633247,
43317,314.986867,7.284332,
43318,55.587368,16.947905,
43319,315.256471,-52.842937,
43320,40.500706,-58.227818,
43321,43.22494,-0.315706,
43322,17.682276,18.083954,
43323,50.455333,-29.839418,
43324,39.29793,-17.248797,
43325,38.627741,-24.578104,
43326,85.493045,-34.935242,
43327,348.229342,20.206951,
43328,346.779736,26.772406,
43329,350.993422,-24.688697,
43330,341.88251,-17.049521,
43331,83.373081,-35.631686,
43332,351.549488,-49.790819,
43333,2.610541,-80.313052,
43334,33.744947,-15.881776,
43335,351.997652,7.695176,
43336,353.03003,-59.638566,
43337,344.887889,17.560719,
43338,333.805064,24.868105,
43339,67.276213,-19.640155,
43340,24.406958,-6.248447,
43341,350.164963,11.92412,
43342,1.666049,-47.124202,
43343,354.976135,-1.173842,
43344,47.031255,-14.977586,
43345,35.15556,-32.13914,
43346,61.577383,-56.068241,
43347,25.42115,-50.075992,
43348,29.096688,-52.096591,
43349,314.881244,-22.129336,
43350,2.606553,-17.150892,
43351,322.805828,-49.40567,
43352,0.131341,-26.270069,
43353,50.763755,-34.322654,
43354,351.803423,22.987531,
43355,329.172442,6.877659,
43356,311.286081,-3.098374,
43357,87.767086,-57.175326,
43358,333.692861,-59.7674,
43359,89.668313,-8.082383,
43360,3.940889,-12.375466,
